ID,Title,Text,Lable,type,,,,,,,,,,,,,,,,,,,,
93,г« ќЁн √Џўг.. «бћ“н—…  я‘Ё  Ё«’нб ћѕнѕ… »‘√д «џ н«б ќ«‘ёћн,"»Ћ  «бћ“н—… г”«Ѕ «б√Ќѕ  Ќёнё« «” ё’«∆н« я‘Ё  Ёне  Ё«’нб ћѕнѕ…  д‘— б√жб г—… »‘√д Џгбн… «џ н«б «б’ЌЁн «б”Џжѕн ћг«б ќ«‘ёћн Ён ёд’бн… »б«ѕе »≈”Ўд»жб Ён  —ян«. жёѕ я‘Ё «б Ќёнё Ц«б–н ћ«Ѕ ÷гд »—д«гћ ""г« ќЁн √Џўг""- √д √жб « ’«б  г »нд «б”бЎ«  «б —ян… ж«б”Џжѕн… »Џѕ «ќ Ё«Ѕ ћг«б ќ«‘ёћн я«д »нд гѕн— «бгќ«»—«  «б —ян… Ќё«д Ёнѕ«д жжбн «бЏеѕ «б”Џжѕн «б√гн— гЌгѕ »д ”бг«д° ЌнЋ Ў«б» Ёнѕ«д «б√гн— »д ”бг«д »÷—ж—… я‘Ё Ќёнё… ж÷Џ ќ«‘ёћн° бяд «б√гн— бг н” ћ» ббгЎ«б» «б —ян… ж«Џ »—е« »гЋ«»… "" еѕнѕ џн— гё»жб"". ж√ўе— «б Ќёнё ’ж—«  Џ—÷ б√жб г—… бЁ—д  г »д«ƒе Ён »н  «бёд’б «б”Џжѕн Ён ≈”Ўд»жб гЌгѕ «бЏ н»н ё»б «бћ—нг… »√‘е—° жёѕ ќб’  «б Ќёнё«  «б —ян… ≈бм √д е–« «бЁ—д  г «” ќѕ«ге б≈Ќ—«ё √ћ“«Ѕ гд ћЋ… ќ«‘ёћн. ж√Ё«ѕ «б Ќёнё »√д «б”бЎ«  «б —ян… —’ѕ  «‘ Џ«б «бЁ—д Џбм гѕ«— Ћб«Ћ… √н«г ≈Ћ— ≈ѕќ«б «бЌё«∆» «б н дхёб  Ёне« √ћ“«Ѕ ћЋ… ќ«‘ёћн ≈бм гд“б «бёд’б «б”Џжѕн° »Џѕ √д ёЎшЏе« Ё—нё «б«џ н«б ѕ«ќб г»дм «бёд’бн… ЌнЋ ћ—  Џгбн… «бё б. яг« я‘Ё  ‘—«Ѕ ”бЎ«  «бёд’бн… бЏ‘—«  «бянбжџ—«г«  гд «ббЌг бб џЎн… Џбм Џгбн… Ќ—ё √ћ“«Ѕ гд «бћЋ… Ён «бЁ—д. ",0,reliable,,,,,,,,,,,,,,,,,,,,
94," Ќ–н— Џ«ћб б«?е«бн д«»б” гг« ”нЌѕЋ »Џѕ ёбнб !!""° ","д‘— гжёЏ ""д«»б” «б≈ќ»«—н…"" «бЏдж«д "" Ќ–н— Џ«ћб б«?е«бн д«»б” гг« ”нЌѕЋ »Џѕ ёбнб !!""° жёѕ √—Ёё гЏ «бЏдж«д Ёнѕнж б ”ћнб ’ж н н ЌѕЋ Џд г”н—… ббг” жЎднд дЌж ‘«—Џ Ќж«—… «б—∆н”",1,unreliable,,,,,,,,,,,,,,,,,,,,
95,«џ н«б гЏ«—÷ ”Џжѕн Ён «”Ўд»жб гƒќ—«рњ,"«д ‘— Џбм гж«ёЏ «б ж«’б «б«ћ г«Џн жЁн »Џ÷ «бгж«ёЏ «б≈бя —ждн…  ”ћнб г’жш— нўе— «џ н«б ‘ќ’ »—’«’ ‘ќ’нд ¬ќ—нд Ён гя«д Џ«г° ж«ѕЏм д«‘—ж «б ”ћнб √д «бЏгбн… жёЏ  Ён гѕнд… «”Ўд»жб «б —ян…° ж√д «б‘ќ’ «б–н  Џ—÷ бб«џ н«б еж ÷«»Ў ”Џжѕн нѕЏм (д«нЁ »дѕ— «бЏ”н—н)° ≈б« √д «б ”ћнб Ён «бЌёнё… н’жш— «џ н«б «бгџдн «б√жяж«ѕж—н (ќж—ќне Ё—д«дѕж бндж г«я«”) Ён «б√жяж«ѕж—.",0,reliable,,,,,,,,,,,,,,,,,,,,
96,еб √”ёЎ «бгЌ ћжд Ён √г—ня«  гЋ«б гƒ”” «бжб«н«  «бг Ќѕ… (ћж—ћ ж«‘дЎд)њ,"  ”ћнб« г’ж—«р нўе— ён«г гћгжЏ… √‘ќ«’ »≈”ё«Ў  гЋ«б« Ён ≈Ќѕм «б”«Ќ«  ж”Ў е «Ё ж’нЌ«  «бг ў«е—нд. жд‘—  (ёд«… «бЏ«бг) «б≈н—«дн… Џ»— гжёЏе« »«ббџ… «бЏ—»н…° «б ”ћнб «бг‘«— ≈бне  Ќ  Џдж«д ""√г—ня«"" д”» е бжя«б«  √д»«Ѕ бг  ”ге«° г‘н—… ≈бм "" ж«’б «б«Ќ ћ«ћ«  Ён «бжб«н«  «бг Ќѕ…  дѕнѕ«р »Џд’—н… «б‘—Ў… «б√г—нян… жЏдЁе« ќ’ж’« ÷ѕ «бгж«Ўднд «б√г—няннд гд √’жб ≈Ё—нён… "".",0,reliable,,,,,,,,,,,,,,,,,,,,
97,√—»Џ…  ”ћнб«  г÷бб… б« Џб«ё… бе« »ё’Ё ё«Џѕ… «бжЎн… Ён бн»н«,"џѕ«…† Џ—÷ ё«Џѕ… «бжЎн… «бћжн…†«б н  ”нЎ— Џбне« ёж«  (Ќяжг… «бжЁ«ё) Ён бн»н« нжг «б”»  бё’Ё ћжн° «д ‘—  Џбм гж«ёЏ «б ж«’б «б«ћ г«Џн «бЏѕнѕ гд «б ”ћнб«  «бг’ж—… «бёѕнг… џн— «бг— »Ў… »«бё’Ё° жж÷Џ  Ён ”н«ё «б√ќ»«— «бгд ‘—… Џд «” еѕ«Ё «бё«Џѕ…. ж”нЎ—  ёж«  Ќяжг… «бжЁ«ё†«бгЏ —Ё »‘—Џн е« ѕжбн«р Џбм ё«Џѕ… «бжЎн… «бћжн… ё—» «бЌѕжѕ гЏ  жд” Ён ?? √н«— гд «бЏ«г «бћ«—н° ж–я—  ж”«∆б ≈Џб«г √д «бё’Ё √ЏЎ» гдўжг… ѕЁ«Џ ћжн Ћ»ш  е«  —ян« »Џѕ ”нЎ—… ёж«  «бЌяжг… Џбне«.",0,reliable,,,,,,,,,,,,,,,,,,,,
98,еб √Ќ—ё д«∆» »Ќ—ндн Џбг (≈”—«∆нб) «Ќ ћ«ћ«р Џбм «б Ў»нЏ гЏ «б≈г«—« њ,"«д ‘— Џбм гж«ёЏ «б ж«’б «б«ћ г«Џн гёЎЏ г’жш— «ѕшЏм д«‘—же √де бд«∆» »Ќ—ндн √Ќ—ё Џбг (≈”—«∆нб) «Ќ ћ«ћ«р Џбм «б Ў»нЏ гЏе«° ",1,unreliable,,,,,,,,,,,,,,,,,,,,
99,гд  яжд е–е «бЁ «… «б н ёнб √де« ё б  ё«”г ”бнг«днњ,"’ж—… бЁ «… ‘ё—«Ѕ  — ѕн “н«р Џ”я—н«р гѕЏнд √де« ÷«»Ў Ён «бћн‘ «б√г—нян ж ѕЏм (г«—н Ён—гжд ). ж√‘«— д«‘—ж «б«ѕЏ«Ѕ ≈бм √д ’«Ќ»… «б’ж—… ен «б н ё÷  Џбм ё«”г ”бнг«дн ё«∆ѕ (Ёнбё «бёѕ”) «б «»Џ ббЌ—” «бЋж—н «б≈н—«дн° жд”»ж« «ѕЏ«Ѕег ≈бм ж”«∆б «б≈Џб«г «б√г—нян… ѕжд  ”гн е«.",1,unreliable,,,,,,,,,,,,,,,,,,,,
100,еб Ё Ќ   —ян«  Ќёнё«р гЏ ж“н— ќ«—ћн е« » ег… дёб Ё н«  я—ѕн«  гд ЏЁ—нд ≈бм бн»н«њ,"«б»—бг«д «б —ян нЌёё гЏ ж“н— «бќ«—ћн… гжбжѕ ћ«жн‘ √жџбж » ег… «ќ Ў«Ё ждёб д”«Ѕ я—ѕн«  ≈бм бн»н« б«” џб«бед ћд”н«р""",1,unreliable,,,,,,,,,,,,,,,,,,,,
101,"еб ‘еѕ  —жг« ""ў«е—… џ—н»…""  ”»»  »дЁжё Џ‘—«  «бЎнж—њ","«бў«е—… «бџ—н»…"" ¬б«Ё «б Ё«Џб«  »Џѕ д‘—е« Ён ”н«ё «бЌж«ѕЋ џн— «бЎ»нЏ…° ж »нд √д –«  «б’ж— «бг ѕ«жб… ббЎнж— «д ‘—  ќб«б «бЏ«г «бг«÷н гЏ «ѕЏ«Ѕ »√д ”»» дЁжё «бЎнж— Ён «б’ж— еж†√»—«ћ «б« ’«б†б ёдн… « ’«б «бћнб «бќ«г” «бгЏ—жЁ… »№ 5G.",0,reliable,,,,,,,,,,,,,,,,,,,,
102,«г—√…  ё÷г √дЁ “жће« Ён д«»б”," гЏбжг«   Ёнѕ »≈ёѕ«г “жћ… Ён д«»б” Џбм ё÷г √дЁ “жће« »”»» ""Џб«ё« е гЏ «бЁ н«  Ён  Ў»нё г«”дћ—""° ж√ѕЏж √д «б’ж—… «бг—Ёё… ен бб“жћ. ",1,unreliable,,,,,,,,,,,,,,,,,,,,
103,Ёнѕнж я«гн—«  «бг—«ё»… нжЋё ћ—нг… ё б  Ён яЁ— ё«”г," жЏбм дЎ«ё ж«”Џ° гёЎЏ Ёнѕнж бя«гн—«  г—«ё»…  жЋё ћ—нг… «Ўб«ё д«— Џбм ‘ќ’ ѕ«ќб гя »° ж«б«Џ ѕ«Ѕ Џбм ‘ќ’ ¬ќ—° ж г «б«ѕЏ«Ѕ Ёне »√де  жЋнё бћ—нг… ё б жёЏ  «бнжг Ён яЁ— ё«”г° ѕ«ќб «бќЎ «б√ќ÷—. ",1,unreliable,,,,,,,,,,,,,,,,,,,,
104,Ёнѕнж я«гн—«  «бг—«ё»… нжЋё ћ—нг… ё б  Ён «б»—«“нб,"«бЁнѕнж нжЋё ћ—нг… ё б жёЏ  нжг √г”° Ён гƒ””…  ћ«—н… Ён гѕнд… ћжн«дн«° Ён «б»—«“нб° ЌнЋ √ёѕг «бё« б Џбм ё б гѕн—е Ён «бЏгб Џбм ќбЁн… Ё’бе Ён дн”«д/√»—нб 2019° ё»б √д нёѕг Џбм «б«д Ќ«—. ",0,reliable,,,,,,,,,,,,,,,,,,,,
105,..† яЋ«Ё… «б”ж—ннд Ён ён’—н  ”«ег »«— Ё«Џ  бжЋ «беж«Ѕ!,"жд‘— гжёЏ (ён’—н √жб«н) ж«бЏѕнѕ гд «бгж«ёЏ «б≈ќ»«—н… «б —ян… где« (yeniakit†-†evrensel-†habervakti)  ’—нЌ«  бЏ÷ж Ён гћб” »бѕн… ён’—н Џд Ќ“» «бћнѕ «бгЏ«—÷° нѕЏм (√жгн  н«”нд  жд ‘»нбня)  ЌѕЋ Ёне« Џд г‘яб«   бжЋ «беж«Ѕ Ён «бгѕнд… ж√”»«»е« жЎ—ё Џб«ће«.жё«б ( жд ‘»нбня) ќб«б ЌѕнЋе «б–н  —ћг е гд’… ( √яѕ) гд «ббџ… «б —ян…: ""≈д  бжЋ «беж«Ѕ »«бгќбЁ«  «бд« ћ… Џд √д‘Ў… «б≈д «ћ ж«б«” еб«я н‘яб  еѕнѕ«р я»н—«р ббя«∆д«  «бЌн… Џбм «б√—÷""° г÷нЁ«р √д ""гд √”»«»  бжЋ «беж«Ѕ «б “«нѕ «б”—нЏ Ён Џѕѕ «б”я«д° ж«б ж”Џ «бЌ÷—н »‘яб ќ«Ў∆° ж“н«ѕ… «” ќѕ«г «бг»нѕ«  «бЌ‘—н… ж«бгж«ѕ «бянгн«∆н…"".",1,unreliable,,,,,,,,,,,,,,,,,,,,
106,«ѕЏ«Ѕ ”ёжЎ дн“я Ён —нЁ ѕг‘ё: г« еж г’ѕ—е жЎ»нЏ е жЌёнё… «б’ж— нд «бг—Ёё нд »ењ, ƒяѕ ”ёжЎ дн“я Ён ё—н… «б–н«»н… Ён —нЁ ѕг‘ё ,1,unreliable,,,,,,,,,,,,,,,,,,,,
107,еб —ЁЏ ( —«г») Џбг «бЋж—… «б√г—нян… Џбм «б»н  «б√»н÷ гƒќ—«рњ," нѕЏн »√д «б—∆н” «б√г—нян «бгд ен… жб«н е (ѕжд«бѕ  —«г») —ЁЏ Џбм «бЋж—… «б√г—нян… бЏ«г 1776 »ѕб«р гд «бЏбг «б√г—нян «бЌ«бн Ёжё «б»н  «б√»н÷° ж√—Ёёж« гЏ «б«ѕЏ«Ѕ ’ж—… бгѕќб «б»н  «б√»н÷ жнўе— Ёжёе «бЏбг «б√г—нян",1,unreliable,,,,,,,,,,,,,,,,,,,,
108,«б”н«Ќ…  дЁн  ’—нЌр« д‘— е жя«б… УжЎдФ Ќжб Ќ«ѕЋ… гё«г «бд»н гж”м,"д‘—  жя«б… УжЎдФ  ё—н—р« дёб  Ёне  ’—нЌр« дх”» ≈бм «бд«Ўё »«”г ж“«—… «б”н«Ќ… ж«б¬Ћ«— ћ—н” ёг’н…° нёжб Ёне ≈д У«б”н«Ќ… ё«г  »«” ‘«—… ж“«—… «б√жё«Ё Ќжб ≈ё«г… ЌЁб Ён гё«г «бд»н гж”м° жбг  »ѕ √н «Џ —«÷Ф. Ён «бгё«»б° дЁм ёг’н… †«б ’—нЌ «бгд”ж» ≈бне. жё«б: Убг √ѕбц »√н  ’—нЌ »е–« «бќ’ж’ жжя«б… жЎд бг   ж«’б гЏн же–« «бяб«г Џ«—т Џд «б’Ќ…Ф. ж‘яшб  «бЌяжг… «бЁб”Ўндн… бћд…  Ќёнё Ён Ќ«ѕЋ… ≈ё«г… ЌЁб ’«ќ» Ён гё«г жг”ћѕ «бд»н гж”м° «б”»  «бг«÷н",1,unreliable,,,,,,,,,,,,,,,,,,,,
109,’ж—… бб—∆н” «бћ“«∆—н «б—«Ќб еж«—н »жгѕнд,"° ё«бж« ≈де« У ўе— «б—∆н” «бћ“«∆—н «б—«Ќб еж«—н »жгѕнд° жеж нё»б нѕ гбя «бгџ—» «б—«Ќб° гЌгѕ «бќ«г”°Ф »“Џг д‘—е« Џбм џб«Ё ’ЌнЁ… УбжгждѕФ «бЁ—д”н… ’ж—… .† ",1,unreliable,,,,,,,,,,,,,,,,,,,,
110, ’ж—… бб—∆н” «бћ“«∆—н «б—«Ќб еж«—н »жгѕнд," «б’ж—… «бЌёнён… гд‘ж—… Џбм ж”«∆б ≈Џб«г Ён Џ«г 1950° Џбм √де« б№Фжбн «бЏеѕ гжб«н «бЌ”д жеж нё»б нѕ ж«бѕе гЌгѕ «бќ«г”",0,reliable,,,,,,,,,,,,,,,,,,,,
111, ЏЎнб «бѕ—«”… Ён г’— ж Ќжнб «бг” ‘Ён«  «бћ«гЏн… бг—«я“ Џ“б,"д‘—  ж”«∆б ≈Џб«г гд »нде« ’ЁЌ… У«бћ“н—… Ц г’—Ф жёд«… УгягбндФ ж’ЁЌ«  Џбм гж«ёЏ «б ж«’б° ќ»—р« гЁ«ѕе √д Уж“н— «б Џбнг «бЏ«бн »г’— нЏбд  Ќжнб ћгнЏ «бг” ‘Ён«  «бћ«гЏн… ббЏ“б жЏб«ћ Ќ«б«  яж—жд« ж ќ’н’ √ё”«г бЏ“б «б√ЎЁ«бФ.",1,unreliable,,,,,,,,,,,,,,,,,,,,
112,ЁЏ«бн«  «бЌѕ гд  «б Ё«Џб гЏ «бя—н”г«”,"√Ћ«—  жЋнё… гд ‘—… Џбм гж«ёЏ «б ж«’б жгд”ж»… бж“«—… «б√жё«Ё Ќжб УЁЏ«бн«  ббЌѕ гд «б Ё«Џб гЏ «бя—н”г«”Ф° ж ѕ«жбе« г” ќѕгжд «бяЋн— гд «бћѕб.  »нд «?д «бжЋнё… «бгд ‘—… Џбм ж”«∆б «б ж«’б «б«ћ г«Џн ж«бг—ж”… »«”г ж“«—… «б√жё«Ё »џ“… ЌжбФЁЏ«бн«  ббЌѕ гд «б Ё«Џб гЏ «бя—н”г«”Ф ен ’ЌнЌ… »«бЁЏб. г’ѕ— »ж“«—… «б√жё«Ё Ён џ“… √яѕ  √де« г—«”б… ѕ«ќбн… ѕж—н…  д‘— »‘яб ”джн Ён ћгнЏ «б«Ќ Ё«б«  ж«бгд«”»«  жб«  ё ’— Џбм «бя—н”г«”.жб«Ќёр«° д‘—  ж“«—… «б√жё«Ё Ён џ“… »н«д«  ж÷нЌнр« Ќжб «бжЋнё…° ж ѕ«жб е",0,reliable,,,,,,,,,,,,,,,,,,,,
113,«б”г«Ќ ббЁб”Ўндннд »«б”Ё— Џ»— гЎ«— »д џж—нжд,"ж»Ќ”» гжёЏ ”бЎ… «бећ—… ж«б”я«д «б «»Џ… бѕжб… «б«Ќ б«б° Ё≈д «бё—«— н‘гб Ќ«гбн  ’«—нЌ «б≈ё«г… «бгƒё … гд джЏ √/5 ЁёЎ° »‘—Ў  ёѕнг Ўб» бѕне«° жбн” бяб «бЁб”Ўндннд.",1,unreliable,,,,,,,,,,,,,,,,,,,,
114,”ёжЎ ‘е» д«—н Ён б»д«дњ," Џѕѕр« гд «б’ж— «бг ѕ«жб… ёѕнг….√г« »ќ’ж’ «б‘е» «бд«—н° Ёёѕ дЁм —∆н” »бѕн… «б бнб «б√ќ»«— «бг ѕ«жб…° жё«б Ён  ’—нЌ дёб е «бжя«б… «б—”гн…: Уг« «‘ »е »√де ‘е» д«—н°  »нд «де √Ќѕ ёд«ѕнб «б«Ќ Ё«б«  (”ег гд «бгЁ—ёЏ« ) «б н  ÷«Ѕ ж Ўбё Ён «б”г«Ѕ° ждў—« б”—Џ… «д ё«бе »ЁЏб ”—Џ… «беж«Ѕ° ўде «бд«” ‘е»«° ќ’ж’« ж«де  ”»» »Ќ—нё »”нЎ Ён «бг—ћ ЌнЋ ”ёЎФ.",0,reliable,,,,,,,,,,,,,,,,,,,,
115,«б‘енѕ √»ж Џбн«,"»Џѕ «” ‘е«ѕ «бЎЁб Џбн √»ж Џбн« (13 Џ«г«) »—’«’ ћн‘ «б«Ќ б«б «б≈”—«∆нбн° нжг «бћгЏ… «бг«÷н° д‘—  ’ЁЌ«  жЌ”«»«  Џбм гж«ёЏ «б ж«’б «б«ћ г«Џн ’ж—… бЎЁб нћб” √г«г ћн» Џ”я—н  «»Џ бб«Ќ б«б «б≈”—«∆нбн° гѕЏн… √де« ’ж—… ёѕнг… бб‘енѕ «»ж Џбн«.",1,unreliable,,,,,,,,,,,,,,,,,,,,
116,гћ”г »«»« джнб «б÷ќг бн” Ён ”«Ќ… «бЏ»«”ннд »ѕг‘ё!," ’ж—… бгћ”г ÷ќг нхћ”ѕ ‘ќ’н… »«»« джнб° ё«бж« ≈де Угжћжѕ Ён ”«Ќ… «бЏ»«”ннд Ён ѕг‘ёФ.",1,unreliable,,,,,,,,,,,,,,,,,,,,
117,жЁ«… гг—÷…  »Џѕ  бёне« бё«Ќ яж—жд« Ён е–« «бЁнѕнж!,"Ёнѕнж г ѕ«жб »‘яб ж«”Џ°Цёнб ≈де нхўе— Угж  гг—÷… »Џѕ  бёне« бё«Ќ Ё«н“—Ф. ж«бгг—÷…  Џ—ш÷  бб≈џг«Ѕ ЁёЎ. жћѕ «д гёЎЏ Ёнѕнж ббгг—÷…  ‘—Ќ г« Ќ’б бе« »Џѕ  бёне« «ббё№ «Ќ° гƒяѕ… √де« У‘Џ—  » Ќ”д Ёнг« »ЏѕФ ж√д г« Ќ’б бе« д нћ… Ужћжѕ —ѕ… ЁЏб гЁ—Ў… бѕм ћ”ге«  ћ«е «б¬б«г √ж √н √ѕжн… н Џ—÷ бе«Ф.",1,unreliable,,,,,,,,,,,,,,,,,,,,
118,жћжѕ ё бм ћ—«Ѕ «дЁћ«— ”н«—… Ён ћдѕн—”,"д‘—  ёдж«  жгж«ёЏ ≈ќ»«—н… ж’ЁЌ«  Џбм гжёЏн «б ж«’б° ќ»— «дЁћ«— ”н«—… гЁќќ… Ён гѕнд… ћдѕн—” ‘г«бн Ќб»° ж«ѕЏ  жёжЏ ё бм д нћ… «б Ёћн—",1,unreliable,,,,,,,,,,,,,,,,,,,,
119,Ў»н» ”ж—н н” √’б ж—г«р Ён «бдќ«Џ «б‘жян бЎЁб Ён ≈ѕб».,"’ж—… бЎ«ёг Ў»н »ѕ« √де Ён џ—Ё… Џгбн« ° ж√—Ёёж« «б’ж—… »ќ»— н“Џг "" Ќёнё Ў»н» ”ж—н нѕЏм ќ«бѕ «б»—џжЋ ≈дћ«“«р Ў»н«р Ён ≈ѕб»° »≈ћ—«∆е Џгбн… ћ—«Ќн… гЏёшѕ… бЎЁб""",1,unreliable,,,,,,,,,,,,,,,,,,,,
120,«б Ќ«бЁ «бѕжбн ндЁн гё б ћджѕ √г—няннд Ён ”ж—н«,"д‘—  жя«б… √ќ»«— (”«д«) «б «»Џ… бдў«г «б√”ѕ ќ»—«р° г”«Ѕ «б√Ќѕ° “Џг  Ёне гё б ћджѕ √г—няннд »—нЁ гЌ«Ёў… «бЌ”я…° ≈б« √д «б Ќ«бЁ «бѕжбн ÷ѕ (ѕ«Џ‘) дЁм «бќ»— »‘яб ё«ЎЏ.",0,reliable,,,,,,,,,,,,,,,,,,,,
121,ќ»— е—ж» (’ѕ«г «бћгб) б« н” дѕ ≈бм √н г’ѕ— гжЋжё,"д‘—  ’ЁЌ«  жЌ”«»«  Џбм гж«ёЏ «б ж«’б «б«ћ г«Џн ќ»—«р «ѕЏм е—ж» «бгѕЏж (’ѕ«г «бћгб) √Ќѕ ён«ѕнн  дўнг (ѕ«Џ‘) «б”ж—ннд° гд ”ћд Ён «бЏ—«ё° ж“Џг  √д «бќ»— г’ѕ—е ж“«—… «бѕЁ«Џ «бЏ—«ён…° ≈б« √д е–« «бќ»— б« г’ѕ— бе° жж“«—… «бѕЁ«Џ «бЏ—«ён… бг  Џбд е—ж» («бћгб) гд «б”ћд.",0,reliable,,,,,,,,,,,,,,,,,,,,
122, «ббж«Ѕ Џ»ѕ «б—÷« «б‘еб«дн," ќ»— «ѕЏм гё б «ббж«Ѕ Џ»ѕ «б—÷« «б‘еб«дн Ён «бнгд° ж —«Ёё «б«ѕЏ«Ѕ гЏ  ”ћнб г’ж— нўе— г« н»ѕж √де «” еѕ«Ё гё« б«  ћжн… б— б гд «бЏ—»«  «бЏ”я—н…",1,unreliable,,,,,,,,,,,,,,,,,,,,
123,«бѕя ж— √Ќгѕ г«÷н г’—н жбн” «?—ѕдн ж жЁм гд– ?? «?»,жћѕ «?д «бѕя ж— г«÷н г’—н жбн” √—ѕдн. ж жЁм гд– ?? «?» ???0,1,unreliable,,,,,,,,,,,,,,,,,,,,
124,Џ«’Ё…  ÷—» ≈Ќѕм «бг»«дн Ён б»д«д,ж  нЏжѕ бЏж«’Ё »—ё ЏднЁ… ÷—»  гѕнд… Ћн”«бжднян ‘г«б «бнжд«д Џ«г 2019.,1,unreliable,,,,,,,,,,,,,,,,,,,,
125,’ж— ќЎж»… «бЁд«д… «бг’—н… ”ж”д »ѕ—,"ЌнЋ бг  д‘— »ѕ—° Џ»— ’ЁЌ е« Џбм У«д” џ—«г √н гд «б√ќ»«— «б н  ‘н— ≈бм ќЎж» е«.яг« √д «б’ж— «бгд ‘—… бе«° ен гд ЌЁб  я—нге« ќб«б ге—ћ«дт бб√Ёб«г «бё’н—… Ён «бћ«гЏ… «б»—нЎ«дн… Ён «бё«е—… гд ’Ё 2019° яг«  ѕ«жб е« »Џ÷ «бгж«ёЏ «бЁдн… н–я— √д ”ж”д »ѕ— я«д  ёѕ  “жћш  7 г—«  ё»б –бя° ж–я—  Ён ≈Ќѕм бгё«»б«  «б’Ќ«Ён… √де« б«  г«дЏ «б“ж«ћ г—… Ћ«гд…",1,unreliable,,,,,,,,,,,,,,,,,,,,
126,«Ќ Ё«б «б”Џжѕн… »№Ф«бя—н”г«”Ф б√жб г—… Ён  «—нќе«!,"«б”Џжѕн… бг  ’ѕ— ё—«—р«° б« Џ»— ће… —”гн… √ж гд ё»б «бен∆… «бЏ«г… бб —Ёне° »‘√д «б«Ќ Ё«б »—√” «б”д… «бгнб«ѕн… »Џѕ.",1,unreliable,,,,,,,,,,,,,,,,,,,,
127,—ЁЏ г–я—… б”Ќ» «бћд”н… гд гж«Ўд Ёб”Ўндн!, У«бћд”н… «бЁб”Ўндн… гяЁжб… »«бё«джд жб« нЌё б√Ќѕ ”Ќ»е« Џбм «б≈Ўб«ёФ.ж«” дѕ «бќ»н— «бё«дждн ≈бм «бг«ѕ… 28 гд «бё«джд «б√”«”н «бЁб”Ўндн «б н  ёжб: Уб« нћж“ ≈»Џ«ѕ √н Ёб”Ўндн Џд √—÷ «бжЎд √ж Ќ—г«де гд «бЏжѕ… ≈бне √ж гдЏе гд «бгџ«ѕ—… √ж  ћ—нѕе гд «бћд”н… √ж  ”бнге б√н… ће… √ћд»н…Ф.,1,unreliable,,,,,,,,,,,,,,,,,,,,
128,жЋ«∆ён б№(DW) нѕЏн √д Ё’«∆б «бгЏ«—÷… «б”ж—н…  Ќ’д  ѕ«ќб ёбЏ… Ќб» Џ«г 2012,"Џ—÷  ёд«… ""ѕжн ‘е Ёнбе - DW"" «б√бг«дн… Ёнбг«р жЋ«∆ён«р Ќжб «б ёдн«  Ён Џбг «б¬Ћ«—° ж ÷гд «бжЋ«∆ён «ѕЏ«Ѕ “Џг √д Џд«’— Ё’«∆б «бгЏ«—÷… «б”ж—н…  Ќ’дж« ѕ«ќб ёбЏ… Ќб» б≈Ўб«ё «бд«— Џбм ёж«  дў«г «б√”ѕ Џ«г 2012",1,unreliable,,,,,,,,,,,,,,,,,,,,
